hdr1,phi_id
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323049
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323050
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323051
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323052
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323053
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323054
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323055
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323056
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323057
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323058
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323059
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323064
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323065
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323060
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323061
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323062
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323063
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323066
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323067
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323068
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323069
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323070
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323071
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323072
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323073
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323074
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323075
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323076
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323077
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323078
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323079
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323080
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323081
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323082
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323083
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323084
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323085
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323086
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323087
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323088
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323089
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323090
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323091
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323092
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323093
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323094
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323095
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323096
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323097
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323098
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323099
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323100
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323101
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323102
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323103
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323104
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323105
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323106
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323107
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323108
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323109
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323110
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323111
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323112
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323113
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323114
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323115
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323116
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323117
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323118
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323119
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323120
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323121
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323122
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323123
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323124
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323125
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323126
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323127
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323128
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323129
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323130
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323131
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323132
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323133
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323134
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323135
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323136
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323137
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323138
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323139
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Euboia (IG XII,9)",323140
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201845
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201846
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201847
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201848
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201849
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201850
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201851
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201852
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201853
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201854
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201855
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201856
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201857
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201858
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201859
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201860
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201861
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201862
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201863
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201864
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201865
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201866
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201867
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201868
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201869
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201870
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201871
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201872
"RegionsAegean Islands, incl. Crete (IG XI-[XIII])Crete",201873
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330185
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330186
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330187
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330188
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330189
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330190
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330191
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330192
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330193
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330194
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330195
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330196
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330197
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330198
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330199
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330200
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330201
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330202
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330203
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330204
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330205
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330206
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330207
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330208
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330209
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330210
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330211
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330212
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330213
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330214
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330215
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330216
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330217
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330218
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330219
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330220
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330221
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330222
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330223
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330224
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330225
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330226
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330227
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330228
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330229
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330230
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330231
"RegionsSicily, Italy, and the West (IG XIV)Sicily, Sardinia, and neighboring Islands",330232
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330233
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330234
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330235
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330236
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330237
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330238
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330239
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330240
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330241
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330242
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330243
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330244
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330245
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330246
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330247
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330248
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330249
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330250
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330251
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330252
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330253
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330254
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330255
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330256
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330257
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330258
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330259
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330260
"RegionsSicily, Italy, and the West (IG XIV)Italy, incl. Magna Graecia",330261
"RegionsSicily, Italy, and the West (IG XIV)Gallia",330262
"RegionsSicily, Italy, and the West (IG XIV)Gallia",330263
"RegionsSicily, Italy, and the West (IG XIV)Gallia",330264
"RegionsSicily, Italy, and the West (IG XIV)Hispania and Lusitania",330265
"RegionsSicily, Italy, and the West (IG XIV)Hispania and Lusitania",330266
"RegionsSicily, Italy, and the West (IG XIV)Hispania and Lusitania",330267
"RegionsSicily, Italy, and the West (IG XIV)Hispania and Lusitania",330268
RegionsNorth AfricaAfrica Proconsularis,189800
RegionsAsia MinorLydia,277039
RegionsAsia MinorLydia,277040
RegionsAsia MinorLydia,277041
RegionsAsia MinorLydia,277042
RegionsAsia MinorLydia,277043
RegionsAsia MinorLydia,277044
RegionsAsia MinorLydia,277045
RegionsAsia MinorLydia,277046
RegionsAsia MinorLydia,277047
RegionsAsia MinorLydia,277048
RegionsAsia MinorLydia,277049
RegionsAsia MinorLydia,277050
RegionsAsia MinorLydia,277051
"RegionsAsia MinorMysia [Kaïkos], Pergamon",317147
RegionsAsia MinorBithynia,279780
RegionsAsia MinorBithynia,279781
RegionsAsia MinorBithynia,279782
RegionsAsia MinorBithynia,279783
RegionsAsia MinorBithynia,279784
RegionsAsia MinorPisidia,282472
RegionsAsia MinorPisidia,282473
RegionsAsia MinorLycaonia,275770
RegionsAsia MinorLycaonia,275771
RegionsAsia MinorCilicia and Isauria,286866
RegionsAsia MinorCilicia and Isauria,286867
RegionsAsia MinorCilicia and Isauria,286868
RegionsAsia MinorCilicia and Isauria,286869
RegionsAsia MinorCilicia and Isauria,286870
RegionsAsia MinorCilicia and Isauria,286871
RegionsAsia MinorCilicia and Isauria,286872
RegionsAsia MinorCilicia and Isauria,286873
RegionsAsia MinorCilicia and Isauria,286874
RegionsAsia MinorCilicia and Isauria,286875
RegionsAsia MinorCilicia and Isauria,286876
RegionsAsia MinorCilicia and Isauria,286877
RegionsAsia MinorCilicia and Isauria,286878
RegionsAsia MinorCilicia and Isauria,286879
RegionsAsia MinorCilicia and Isauria,286880
RegionsAsia MinorCilicia and Isauria,286881
RegionsCyprus ([IG XV])unspecified subregion,303426
RegionsCyprus ([IG XV])unspecified subregion,303698
RegionsCyprus ([IG XV])unspecified subregion,303699
RegionsCyprus ([IG XV])unspecified subregion,303700
RegionsCyprus ([IG XV])unspecified subregion,303701
RegionsCyprus ([IG XV])unspecified subregion,303702
RegionsCyprus ([IG XV])unspecified subregion,303703
RegionsCyprus ([IG XV])unspecified subregion,303704
RegionsCyprus ([IG XV])unspecified subregion,303705
RegionsCyprus ([IG XV])unspecified subregion,303706
RegionsCyprus ([IG XV])unspecified subregion,303707
RegionsCyprus ([IG XV])unspecified subregion,303708
RegionsCyprus ([IG XV])unspecified subregion,303709
RegionsCyprus ([IG XV])unspecified subregion,303710
RegionsCyprus ([IG XV])unspecified subregion,303711
RegionsGreater Syria and the EastCommagene,321754
RegionsGreater Syria and the EastSyria and Phoenicia,321762
RegionsGreater Syria and the EastSyria and Phoenicia,321763
RegionsGreater Syria and the EastSyria and Phoenicia,321764
RegionsGreater Syria and the EastSyria and Phoenicia,321765
RegionsGreater Syria and the EastSyria and Phoenicia,321766
RegionsGreater Syria and the EastPalaestina,319782
RegionsGreater Syria and the EastPalaestina,319783
RegionsGreater Syria and the EastPalaestina,319784
RegionsGreater Syria and the EastPalaestina,319785
RegionsGreater Syria and the EastPalaestina,319786
RegionsGreater Syria and the EastPalaestina,319787
RegionsGreater Syria and the EastPalaestina,319788
RegionsGreater Syria and the EastPalaestina,319789
RegionsGreater Syria and the EastPalaestina,319790
RegionsGreater Syria and the EastPalaestina,319791
RegionsGreater Syria and the EastPalaestina,319792
RegionsGreater Syria and the EastPalaestina,319793
RegionsGreater Syria and the EastPalaestina,319794
RegionsGreater Syria and the EastPalaestina,319795
RegionsGreater Syria and the EastPalaestina,319796
RegionsGreater Syria and the EastPalaestina,319797
RegionsGreater Syria and the EastPalaestina,319798
RegionsGreater Syria and the EastPalaestina,319799
RegionsGreater Syria and the EastPalaestina,319800
RegionsGreater Syria and the EastPalaestina,319801
RegionsGreater Syria and the EastPalaestina,319802
RegionsGreater Syria and the EastPalaestina,319803
RegionsGreater Syria and the EastPalaestina,319804
RegionsGreater Syria and the EastPalaestina,319805
RegionsGreater Syria and the EastPalaestina,319806
RegionsGreater Syria and the EastPalaestina,319807
RegionsGreater Syria and the EastPalaestina,319808
RegionsGreater Syria and the EastPalaestina,319809
RegionsGreater Syria and the EastPalaestina,319810
RegionsGreater Syria and the EastPalaestina,319811
RegionsGreater Syria and the EastPalaestina,319812
RegionsGreater Syria and the EastPalaestina,319813
RegionsGreater Syria and the EastPalaestina,319814
RegionsGreater Syria and the EastPalaestina,319815
RegionsGreater Syria and the EastPalaestina,319816
RegionsGreater Syria and the EastPalaestina,319817
RegionsGreater Syria and the EastPalaestina,319818
RegionsGreater Syria and the EastPalaestina,319819
RegionsGreater Syria and the EastPalaestina,319820
RegionsGreater Syria and the EastPalaestina,319821
RegionsGreater Syria and the EastPalaestina,319822
RegionsGreater Syria and the EastPalaestina,319823
RegionsGreater Syria and the EastPalaestina,319824
RegionsGreater Syria and the EastPalaestina,319825
RegionsGreater Syria and the EastPalaestina,319826
RegionsGreater Syria and the EastPalaestina,319827
RegionsGreater Syria and the EastPalaestina,319828
RegionsGreater Syria and the EastPalaestina,319829
RegionsGreater Syria and the EastPalaestina,319830
RegionsGreater Syria and the EastPalaestina,319831
RegionsGreater Syria and the EastPalaestina,319832
RegionsGreater Syria and the EastPalaestina,319833
RegionsGreater Syria and the EastPalaestina,319834
RegionsGreater Syria and the EastPalaestina,319835
RegionsGreater Syria and the EastPalaestina,319836
RegionsGreater Syria and the EastPalaestina,319837
RegionsGreater Syria and the EastPalaestina,319838
RegionsGreater Syria and the EastPalaestina,319839
RegionsGreater Syria and the EastPalaestina,319840
RegionsGreater Syria and the EastPalaestina,319841
RegionsGreater Syria and the EastPalaestina,319842
RegionsGreater Syria and the EastPalaestina,319843
RegionsGreater Syria and the EastPalaestina,319844
RegionsGreater Syria and the EastPalaestina,319845
RegionsGreater Syria and the EastPalaestina,319846
RegionsGreater Syria and the EastPalaestina,319847
RegionsGreater Syria and the EastPalaestina,319848
RegionsGreater Syria and the EastPalaestina,319849
RegionsGreater Syria and the EastPalaestina,319850
RegionsGreater Syria and the EastPalaestina,319851
RegionsGreater Syria and the EastPalaestina,319852
RegionsGreater Syria and the EastPalaestina,319853
RegionsGreater Syria and the EastPalaestina,319854
RegionsGreater Syria and the EastPalaestina,319855
RegionsGreater Syria and the EastPalaestina,319856
RegionsGreater Syria and the EastPalaestina,319857
RegionsGreater Syria and the EastPalaestina,319858
RegionsGreater Syria and the EastPalaestina,319859
RegionsGreater Syria and the EastPalaestina,319860
RegionsGreater Syria and the EastPalaestina,319861
RegionsGreater Syria and the EastPalaestina,319862
RegionsGreater Syria and the EastPalaestina,319863
RegionsGreater Syria and the EastPalaestina,319864
RegionsGreater Syria and the EastPalaestina,319865
RegionsGreater Syria and the EastPalaestina,319866
RegionsGreater Syria and the EastPalaestina,319867
RegionsGreater Syria and the EastPalaestina,319868
RegionsGreater Syria and the EastPalaestina,319869
RegionsGreater Syria and the EastPalaestina,319870
RegionsGreater Syria and the EastPalaestina,319871
RegionsGreater Syria and the EastPalaestina,319872
RegionsGreater Syria and the EastPalaestina,319873
RegionsGreater Syria and the EastPalaestina,319874
RegionsGreater Syria and the EastPalaestina,319875
RegionsGreater Syria and the EastPalaestina,319876
RegionsGreater Syria and the EastPalaestina,319877
RegionsGreater Syria and the EastPalaestina,319878
RegionsGreater Syria and the EastPalaestina,319879
RegionsGreater Syria and the EastPalaestina,319880
RegionsGreater Syria and the EastPalaestina,319881
RegionsGreater Syria and the EastPalaestina,319883
RegionsGreater Syria and the EastPalaestina,319884
RegionsGreater Syria and the EastPalaestina,319885
RegionsGreater Syria and the EastPalaestina,319886
RegionsGreater Syria and the EastPalaestina,319887
RegionsGreater Syria and the EastPalaestina,319888
RegionsGreater Syria and the EastPalaestina,319889
RegionsGreater Syria and the EastPalaestina,319890
RegionsGreater Syria and the EastPalaestina,319891
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223544
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223545
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223546
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223547
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223548
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223549
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223550
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223551
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223552
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223553
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223554
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223555
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223556
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223557
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223558
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223559
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223560
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223561
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223562
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223563
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",223564
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226462
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226463
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226464
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226465
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226466
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226467
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226468
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226469
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226470
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226471
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226472
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226473
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226474
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226475
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226476
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226477
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226478
"RegionsEgypt, Nubia and CyrenaïcaEgypt and Nubia",226479
