"Id","Date","After","Before","Ancient","Modern","Material","Object Type","Inscription Type","Execution Type","Language","Museum","Status","Trismegistos","EDR","PHI","EDCS"
"ISic000303","Second half of 1st century or first
                                half of 2nd century CE (Korhonen)","0050","0150","Catina","Catania","marble","plaque","funerary","chiselled","Latin","Museo Civico di Catania","draft","491513","139982","","21900338"
"ISic000304","First half of 4th century CE (so
                                Korhonen on letters and titles)","0301","0350","Catina","Catania","marble
                                    ","","honorific","chiselled","Latin","Museo Civico di Catania","draft","491514","138381","","21900339"
"ISic000305","Second half of 2nd century CE","0150","0200","Catina","Catania","marble","","honorific","chiselled","Latin","Museo Civico di Catania","draft","175761","081504","","21900340"
"ISic000306","1st century BCE or 1st century CE (?)","-0100","0100","Catina","Catania","volcanic","stele","unknown","chiselled","Latin","Museo Civico di
                            Catania","draft","491515","140104","","21900341"
"ISic000307","1st century CE or beginning of 2nd century CE (Korhonen)","0001","0125","Catina","Catania","marble","altar","funerary","chiselled","Latin","Museo Civico di
                            Catania","draft","491516","139979","","21900342"
"ISic000308","164—166 CE, on basis of restoration of first word as Armeniacis when Aurelius and Verus both held this title","0164","0166","Catina","Catania","marble","plaque","building","chiselled","Latin","Museo Civico di Catania","draft","175763","139966","","21900343"
"ISic000309","List of magistrates of Catania from years 268—9 CE (prob., so manganaro, followed by K)","0268","0269","Catina","Catania","marble
                                    ","","list of magistrates
                    ","chiselled","Latin","Museo Civico di Catania","draft","175762","081505","","21900344"
"ISic000310","Imperial","0001","0400","Catina","Catania","stone","","funerary; honorific","chiselled","Latin","","draft","491517","141128","","21900345"
"ISic000311","Imperial","0001","0300","Catina","Catania","volcanic","base","funerary; honorific","chiselled","Latin","Universita degli studi di Catania","draft","491518","141130","","21900346"
"ISic000312","Lettering and absence of filiation suggest a 2nd century CE date (Korhonen)","0101","0200","Catina","Catania","volcanic","statue base","honorific","chiselled","Latin","Museo Civico di Catania","edited","491519","139968","","21900347"
"ISic000313","Imperial - IIvir (?)","0001","0400","Catina","Catania","stone","","building","chiselled","Latin","","draft","491520","141131","","21900348"
"ISic000314","1st — first half of 2nd century CE
                                (K)","0001","0150","Catina","Catania","marble","","building","chiselled","Latin","Museo Civico di
                            Catania","draft","491521","139595","","21900349"
"ISic000315","1st century CE, or beginning 2nd century CE (so Korhonen)","0001","0125","Catina","Catania","marble","plaque","honorific","chiselled","Latin","Museo Civico di
                            Catania","edited","491522","139969","","21900350"
"ISic000316","1st century CE, or beginning 2nd century CE (Korhonen)","0001","0125","Catina","Catania","marble","plaque","honorific","chiselled","Latin","Museo Civico di
                            Catania","edited","491523","139970","","21900351"
"ISic000317","Imperial","0001","0400","Catina","Catania","stone","","honorific","chiselled","Latin","","draft","491524","141132","","21900352"
"ISic000318","Mid 2nd — end of 3rd century CE
                                (Korhonen)","0150","0300","Catina","Catania","marble","","unknown","chiselled","Latin","Museo Civico di
                            Catania","draft","175760","081503","","21900353"
"ISic000319","(?)","","","Catina","Catania","stone","","unknown","chiselled","Latin","","draft","491525","141133","","21900354"
"ISic000320","'Second or third quarter of the 4th century CE' (Wilson, 1990, p.187, fig.156)","0325","0375","Catina","Catania","stone","mosaic","calendar","mosaic","Latin","Museo Civico di Catania","draft","491526 491527 491528 491529","141138 141139 141140 141141","","21900358"
"ISic000321","Imperial period","0100","0400","Catina","Catania","stone","mosaic","greeting","mosaic","Latin","Museo Civico di Catania","draft","491530","141142","","21900359"
"ISic000322","End 1st century CE or 2nd century CE (so Korhonen)","0075","0200","Catina","Catania","marble","plaque","funerary","chiselled","Latin","Museo Civico di Catania","draft","491531","139548","","21900360"
"ISic000323","Imperial","0001","0400","Catina","Catania","stone
                                    ","","funerary","chiselled","Latin","","draft","491532","","","21900361"
"ISic000324","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491533","","","21900362"
"ISic000325","1st — 2nd century CE (Manganaro,
                                letter-forms)","0001","0200","Catina","Catania","stone
                                    ","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491534","","","21900363"
"ISic000326","(?)","","","Catina","Catania","stone","unknown","votive","chiselled","Latin","","draft","491535","","","21900364"
"ISic000327","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491536","","","21900365"
"ISic000328","Probably later second or early third century CE, due to presence of name T. Aelius","0150","0250","Catina","Catania","stone","unknown","list","chiselled","Latin","","draft","491537","141134","","21900366"
"ISic000329","Imperial","0001","0300","Catina","Catania","marble","plaque","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491538","141135","","21900367"
"ISic000330","2nd century CE or beginning of 3rd century CE","0101","0225","Catina","Catania","marble","plaque","funerary","chiselled","Latin","Museo Civico di Catania","edited","491539","139551","","21900368"
"ISic000331","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491540","141160","","21900369"
"ISic000332","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491541","141161","","21900370"
"ISic000333","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491542","141163","","21900371"
"ISic000334","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491543","141164","","21900372"
"ISic000335","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491544","","","21900373"
"ISic000336","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491545","","","21900374"
"ISic000337","1st century CE or beginning 2nd century CE (Korhonen)","0001","0125","Catina","Catania","marble","plaque","honorific","chiselled","Latin","Museo Civico di
                            Catania","edited","491546","139977","","21900375"
"ISic000338","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491547","141165","","21900376"
"ISic000339","Imperial - bad letters
                                (?)","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491548","141166","","21900377"
"ISic000340","End 1st century CE or 2nd century CE (so Korhonen)","0075","0200","Catina","Catania","marble","plaque","funerary","chiselled","Latin","Museo Civico di
                            Catania","edited","491549","139407","","21900378"
"ISic000341","Second half of 2nd century CE or first
                                half of 3rd century CE (K)","0150","0250","Catina","Catania","marble
                                    ","","funerary","chiselled","Latin","Museo Civico di
                            Catania","draft","491550","139406","","21900379"
"ISic000342","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491551","141169","","21900380"
"ISic000343","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491552","141170","","21900381"
"ISic000344","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491553","141171","","21900382"
"ISic000345","Second half of 1st century CE or 2nd century CE
                                (K)","0050","0200","Catina","Catania","marble","","funerary","chiselled","Latin","Museo Civico di
                            Catania","draft","491554","139405","","21900383"
"ISic000346","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491555","141172","","21900384"
"ISic000347","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491556","141173","","21900385"
"ISic000348","Probably 1st century BCE, or early 1st century CE","-0050","0050","Catina","Catania","limestone","plaque","funerary","chiselled","Latin and Ancient Greek","Museo Civico di Catania","draft","491557","","140787 316214","21900386"
"ISic000349","Imperial","0001","0400","Catina","Catania","stone","unknown","funerary","chiselled","Latin","","draft","491558","141174","","21900387"
"ISic000350","1st century CE or beginning 2nd century CE
                                (Korhonen)","0001","0125","Catina","Catania","marble
                                    ","","funerary","chiselled","Latin","Museo Civico di
                            Catania","draft","491559","139218","","21900388"
"ISic000351","Imperial","0001","0300","Catina","Catania","marble
                                    ","plaque","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491560","141175","","21900389"
"ISic000352","Flavian or shortly after","0050","0150","Catina","Catania","volcanic","altar","funerary","chiselled","Latin","Museo Civico di
                            Catania","draft","491561","139603","","21900390"
"ISic000353","Imperial","0001","0300","Catina","Catania","stone","fragment","funerary","chiselled","Latin","","draft","491562","141176","","21900391"
"ISic000354","First three
                                quarters of 1st century CE (K)","0001","0100","Catina","Catania","marble","","funerary","chiselled","Latin","Museo Civico di
                            Catania","draft","491563","139210","","21900392"
"ISic000355","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491564","141177","","21900393"
"ISic000356","Imperial","0001","0400","Catina","Catania","
                                        marble (white)
                                    ","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491565","141178","","21900394"
"ISic000357","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491566","141179","","21900395"
"ISic000358","1st century CE or beginning 2nd century CE (Korhonen)","0001","0125","Catina","Catania","marble
                                    ","","funerary","chiselled","Latin","Museo Civico di Catania","draft","491567","139178","","21900396"
"ISic000359","Imperial","0001","0300","Catina","Catania","marble","plaque","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491569","","","21900398"
"ISic000360","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491570","141182","","21900399"
"ISic000361","1st century or beginning of 2nd century CE (Korhonen)","0001","0125","Catina","Catania","marble","plaque","funerary","chiselled","Latin and Ancient Greek","Museo Civico di Catania","draft","491571","","140806 316230","21900400"
"ISic000362","Imperial","0001","0400","Catina","Catania","marble","plaque","funerary","chiselled","Latin","Museo regionale interdisciplinare di Messina","draft","491573","141208","313674","21900402"
"ISic000363","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491574","141183","","21900403"
"ISic000364","1st century CE (K)","0001","0100","Catina","Catania","marble","plaque","funerary","chiselled","Latin","Museo Civico di Catania","draft","491575","139168","","21900404"
"ISic000365","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491576","141184","","21900405"
"ISic000366","1st century CE (K)","0001","0100","Catina","Catania","marble
                                    ","","funerary","chiselled","Latin","Museo Civico di Catania","draft","491577","139166","","21900406"
"ISic000367","1st century CE or beginning 2nd century CE
                                (Korhonen)","0001","0125","Catina","Catania","marble
                                    ","","funerary; honorific","chiselled","Latin","Museo Civico di
                            Catania","draft","491578","139600","","21900407"
"ISic000368","Second half of 1st century CE or 2nd century CE (K)","0050","0200","Catina","Catania","marble
                                    ","","funerary","chiselled","Latin","Museo Civico di Catania","draft","491579","139163","","21900408"
"ISic000369","2nd century CE (K)","0201","0300","Catina","Catania","marble
                                    ","","funerary","chiselled","Latin","Museo Civico di Catania","draft","491580","140105","","21900409"
"ISic000370","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491581","141185","","21900410"
"ISic000371","End 1st century CE or 2nd century CE (K)","0075","0200","Catina","Catania","marble","","funerary","chiselled","Latin","Museo Civico di Catania","draft","491582","139160","","21900411"
"ISic000372","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491583","141186","","21900412"
"ISic000373","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491584","141187","","21900413"
"ISic000374","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491585","141188","","21900414"
"ISic000375","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491586","141189","","21900415"
"ISic000376","2nd century CE or beginning 3rd century CE
                                (K)","0101","0225","Catina","Catania","marble","","funerary","chiselled","Latin","Museo Civico di
                            Catania","draft","491587","139158","","21900416"
"ISic000377","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491588","141190","","21900417"
"ISic000378","Second half of 2nd century CE or 3rd century CE (so Korhonen)","0150","0300","Catina","Catania","marble","plaque","funerary","chiselled","Latin","Museo Civico di
                            Catania","edited","491589","139156","","21900418"
"ISic000379","1st — 2nd century CE (K)","0001","0200","Catina","Catania","marble","","funerary","chiselled","Latin","Museo Civico di Catania","draft","491572","139173","","21900401"
"ISic000380","Imperial","0001","0400","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491591","141192","","21900420"
"ISic000381","Imperial - classic formulae,
                                but litteris leviter incisis et inaequalibus","0100","0300","Catina","Catania","marble","plaque","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491592","141193","","21900421"
"ISic000382","Imperial period","0001","0400","Catina","Catania","stone","unknown","funerary","chiselled","Latin and possibly Ancient Greek","'apud Vicentium Michaelangelum'","draft","491593","141194","","21900422"
"ISic000383","Later 1st or earlier 2nd century CE","0050","0150","Catina","Catania","marble","plaque","funerary","chiselled","Latin","Museo Civico di Catania","draft","491594","138809","","21900423"
"ISic000384","Imperial","0001","0300","Catina","Catania","marble","plaque","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491595","141195","","21900424"
"ISic000385","Second half of 1st — first half of 3rd century CE (K)","0050","0250","Catina","Catania","marble
                                    ","","funerary","chiselled","Latin","Museo Civico di Catania","draft","491596","139212","","21900425"
"ISic000386","(?)","","","Catina","Catania","stone","","unknown","chiselled","Latin","","draft","491597","141196","","21900426"
"ISic000387","(?)","","","Catina","Catania","stone","","unknown","chiselled","Latin","","draft","491598","","","21900427"
"ISic000388","(?)","","","Catina","Catania","stone","","unknown","chiselled","Latin","","draft","491599","141197","","21900428"
"ISic000389","(?)","","","Catina","Catania","stone","","unknown","chiselled","Latin","","draft","491600","141198","","21900429"
"ISic000390","(?)","","","Catina","Catania","stone","","unknown","chiselled","Latin","","draft","491601","141199","","21900430"
"ISic000391","(?)","","","Catina","Catania","stone","","unknown","chiselled","Latin","","draft","491602","141200","","21900431"
"ISic000392","1st century CE or early 2nd century CE (K)","0001","0150","Catina","Catania","marble","","funerary","chiselled","Latin","Museo Civico di Catania","draft","491603","081507","","21900432"
"ISic000393","'haec cuius aetatis sit, nescio' -M (?)","","","Catina","Catania","stone","","unknown","chiselled","Latin and Ancient Greek","","draft","491604","","140830","21900433"
"ISic000394","435 CE","","","Catina","Catania","stone","unknown","funerary","chiselled","Latin","Museum Desnoyers","draft","491605","141201","","21900435"
"ISic000395","Renaissance or later","","","Sicilia","Sicily","marble","","unknown","chiselled","Latin","Museo Civico di
                            Catania","draft","491606","","","21900436"
"ISic000396","453 CE 524","","","Catina","Catania","stone","plaque","funerary","chiselled","Latin","","draft","491607","141210","","21900437"
"ISic000397","Orsi attributed it to the Norman period, Ferrua (1989) suggested the Saracen period due to the name Taric, and Manganaro suggests Gothic, each lowering the date therefore, which seems to belong in late antiquity, perhaps later 6th century CE, or earlier 7th century CE, dated by indiction (14th).","0550","0650","Catina","Catania","marble","plaque","funerary","chiselled","Latin","Galleria regionale di Palazzo Bellomo","draft","491608","141215","","21900438"
"ISic000398","4th — 5th century CE (K)","0301","0500","Catina","Catania","marble","","funerary","chiselled","Latin","Museo Civico di
                            Catania","draft","491609","","","21900439"
"ISic000399","Christian
                                (4 — 6th century CE (?))","0300","0600","Catina","Catania","stone","","funerary","chiselled","Latin","","draft","491610","141217","","21900440"
"ISic000400","Second half of 4th — 6th century CE (K)","0350","0600","Catina","Catania","marble
                                    ","","funerary","chiselled","Latin","Museo Civico di
                            Catania","draft","491611","","","21900441"
"ISic000401","Imperial period","0001","0300","Syracusae","Siracusa","marble","candelabrum","dedication","chiselled","Latin","Museo Archeologico Regionale Paolo Orsi","draft","491612","","","21900442"
"ISic000402","orthography suggests late Republican date, perhaps late 2nd century BCE","-0150","-0050","Syracusae","Siracusa","stone","mosaic","building","mosaic","Latin","","draft","491613","","","21900443"
"ISic000403","Presumably an imperial period monument?","0001","0300","Syracusae","Siracusa","marble","Statue base","honorific","chiselled","Latin","","draft","491614","","","21900444"
"ISic000404","Sarcophagus is Constantinian, but the burial for Adelphia may be a re-use and so later.","0325","0425","Syracusae","Siracusa","marble","sarcophagus","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491615","","","21900445"
"ISic000405","c. 400 CE (Agnello) c. 300 CE (Polacco)","","","Syracusae","Siracusa","
                                        marble (white)
                                    ","","building","chiselled","Latin","","draft","491616","","","21900446"
"ISic000406","'Fourth-century governor' (Wilson, 1990, p.316)","0301","0400","Syracusae","Siracusa","marble","statue base","honorific","chiselled","Ancient Greek with the first two lines in Latin","Museo Archeologico Regionale Paolo Orsi","draft","284592","074189","140305","21900447"
"ISic000407","Roman","0001","0400","Syracusae","Siracusa","marble","","unknown","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491617","","","21900448"
"ISic000408","Imperial","0001","0200","Syracusae","Siracusa","marble","plaque","unknown","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491619","","","21900450"
"ISic000409","Pre-claudian, due to
                                ligatures and reduction of O","0001","0050","Syracusae","Siracusa","marble","plaque","funerary","chiselled","Latin","Museo Archeologico Regionale Paolo Orsi","draft","491620","","","21900451"
"ISic000410","Antonine-Caracalla,
                                i.e.138—217","0150","0250","Syracusae","Siracusa","stone","","seat inscription","chiselled","Latin","Area archeologica della Neapolis, Orecchio di Dionisio e Teatro Greco","draft","491621","081528","","21900452"
"ISic000411","Imperial","0001","0300","Syracusae","Siracusa","stone","unknown","honorific; building","chiselled","Latin","","draft","491643","","","21900473"
"ISic000412","Imperial","0001","0300","Syracusae","Siracusa","stone","unknown","building","chiselled","Latin","","draft","491644","","","21900474"
"ISic000413","Imperial","0001","0300","Syracusae","Siracusa","marble","architrave","building","chiselled","Latin","Museo Archeologico Regionale Paolo Orsi","draft","175782","081525","","21900476"
"ISic000414","Imperial","0001","0300","Syracusae","Siracusa","marble","unknown","unknown","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491645","","","21900477"
"ISic000415","Imperial","0001","0300","Roma","Rome","marble","plaque","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","266318","146571; 081204","","21900478"
"ISic000416","Imperial","0001","0300","Syracusae","Siracusa","marble","unknown","funerary","chiselled","Latin","Museo Archeologico Regionale Paolo Orsi","draft","175781","081524","","21900479"
"ISic000417","High Imperial period (letter
                                forms)","0001","0200","Syracusae","Siracusa","marble","plaque","building; honorific","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491646","","","21900480"
"ISic000418","Imperial - litteris magnis
                                et pulchris (?)","0001","0300","Syracusae","Siracusa","stone","unknown","unknown","chiselled","Latin","","draft","491647","","","21900481"
"ISic000419","4th — 3rd century BCE (?)","","","Syracusae","Siracusa","stone","Building (store-room?)","unknown","chiselled","Ancient Greek","Area archeologica Castello Eurialo","draft","491648","","140311","21900482"
"ISic000420","1st century CE
                                (Ti.Cl.Caes.Aug.Germ.)","0001","0050","Syracusae","Siracusa","lead","pipe","stamp","chiselled","Latin","","draft","491649","","","21900483"
"ISic000421","Imperial","0001","0300","Roma","Rome","stone","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","575350","","","21900542"
"ISic000422","Imperial","0001","0300","Syracusae","Siracusa","stone","","unknown","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491650","","","21900484"
"ISic000423","Imperial","0001","0300","Syracusae","Siracusa","stone","","funerary","chiselled","Latin","Museo Archeologico Regionale Paolo Orsi","draft","491651","","","21900485"
"ISic000424","Imperial","0001","0300","Syracusae","Siracusa","limestone","stele","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491652","","","21900486"
"ISic000425","Imperial","0001","0400","Syracusae","Siracusa","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491653","","","21900487"
"ISic000426","Imperial","0001","0300","Syracusae","Siracusa","marble","plaque","honorific; funerary","chiselled","Latin","Museo Archeologico Regionale Paolo Orsi","draft","491654","","","21900488"
"ISic000427","Imperial","0001","0300","Syracusae","Siracusa","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491655","","","21900489"
"ISic000428","Imperial","0001","0300","Roma","Rome","marble","plaque","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491656","","","21900490"
"ISic000429","4th century CE (Manganaro)","0301","0400","Syracusae","Siracusa","stone
                                    ","","funerary","chiselled","Latin","","draft","491657","","","21900491"
"ISic000430","Imperial","0001","0300","Syracusae","Siracusa","
                                        limestone (?) ('petra syracusana')
                                    ","","funerary","chiselled","Latin","","draft","491658","","","21900492"
"ISic000431","Imperial","0001","0300","Syracusae","Siracusa","marble","plaque","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491659","","","21900493"
"ISic000432","Imperial","0100","0500","Syracusae","Siracusa","limestone","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491660","","","21900494"
"ISic000433","Imperial","0001","0300","Roma","Rome","marble","plaque","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491661","","","21900495"
"ISic000434","Imperial","0001","0300","Syracusae","Siracusa","stone","unknown","funerary","chiselled","Latin","","draft","491662","","","21900496"
"ISic000435","Imperial","0001","0300","Syracusae","Siracusa","stone","","funerary","chiselled","Latin","","draft","491663","","","21900497"
"ISic000436","Imperial","0001","0300","Roma","Rome","stone","","funerary","chiselled","Latin","","draft","491664","","","21900498"
"ISic000437","1st century CE","0001","0100","Roma","Rome","marble","plaque","funerary","chiselled","Latin","","draft","536801","171439","","11501745"
"ISic000438","Imperial","0001","0300","Syracusae","Siracusa","stone","unknown","unknown","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491666","","","21900500"
"ISic000439","1st or 2nd century CE","0001","0200","Syracusae","Siracusa","marble","plaque","unknown","chiselled","Latin","Museo Archeologico Regionale Paolo Orsi","edited","491667","","","21900501"
"ISic000440","Imperial","0001","0400","Syracusae","Siracusa","limestone","","unknown","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491668","","","21900502"
"ISic000441","Roman","0001","0400","Syracusae","Siracusa","stone","unknown","unknown","chiselled","Latin","Museo Archeologico Regionale Paolo Orsi","draft","491669","","","21900503"
"ISic000442","Imperial","0001","0300","Syracusae","Siracusa","stone","unknown ","unknown","chiselled","Latin","Museo Archeologico Regionale Paolo Orsi","draft","491670","","","21900504"
"ISic000443","Imperial","0001","0300","Syracusae","Siracusa","stone","","unknown","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491671","","","21900505"
"ISic000444","Later Roman","0200","0500","Syracusae","Siracusa","stone","unknown","unknown","chiselled","Latin","Museo Archeologico Regionale Paolo Orsi","draft","491672","","","21900506"
"ISic000445","Imperial","0001","0300","Syracusae","Siracusa","stone","plaque","funerary","chiselled","Latin","","draft","491673","","","21900507"
"ISic000446","356 CE (cos. date)","","","Syracusae","Siracusa","marble","plaque","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491674","","","21900508"
"ISic000447","431 CE (cos. date)","","","Syracusae","Siracusa","limestone","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491675","","","21900509"
"ISic000448","later empire","0300","0500","Syracusae","Siracusa","limestone","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491676","","","21900510"
"ISic000449","later Roman","0300","0500","Syracusae","Siracusa","marble","plaque","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491677","","","21900511"
"ISic000450","Imperial","0200","0500","Syracusae","Siracusa","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491678","","","21900512"
"ISic000451","Christian","0200","0500","Syracusae","Siracusa","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491679","","","21900513"
"ISic000452","Christian","0200","0600","Roma","Rome","marble","plaque","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491680","","","21900514"
"ISic000453","Imperial","0100","0400","Syracusae","Siracusa","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491681","","","21900515"
"ISic000454","Christian","0200","0600","Syracusae","Siracusa","marble","plaque","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491683","","","21900517"
"ISic000455","Roman","0100","0400","Syracusae","Siracusa","limestone","","unknown","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491684","","","21900518"
"ISic000456","Christian (?)","0200","0600","Syracusae","Siracusa","stone
                                    ","","funerary","chiselled","Latin","Museo Archeologico Regionale Paolo Orsi","draft","491685","","","21900519"
"ISic000457","dating suggests a Christian funerary of 4th or 5th century CE","0301","0500","Syracusae","Siracusa","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491686","","","21900520"
"ISic000458","Christian","0200","0500","Syracusae","Siracusa","marble","plaque","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","175814","","","21900521"
"ISic000459","Christian","0200","0600","Syracusae","Siracusa","stone
                                    ","","funerary","chiselled","Latin","","draft","491687","","","21900522"
"ISic000460","Christian","0200","0500","Syracusae","Siracusa","marble","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491688","","","21900527"
"ISic000461","Imperial","0001","0400","Syracusae","Siracusa","marble
                                    ","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491689","","","21900524"
"ISic000462","Imperial","0001","0300","Syracusae","Siracusa","marble
                                    ","","funerary","chiselled","Latin","Museo Archeologico Regionale Paolo Orsi","draft","491690","","","21900525"
"ISic000463","Roman","0100","0500","Syracusae","Siracusa","limestone","","funerary","chiselled","Latin","Museo Archeologico
                            Regionale Paolo Orsi","draft","491691","","","21900526"
"ISic000465","Roman","0001","0500","Syracusae","Siracusa","stone","unknown","funerary","chiselled","Latin","Museo Archeologico Regionale Paolo Orsi","draft","491693","","","21900528"
"ISic000466","Imperial","0001","0300","Acrae","","stone
                                    ","urn","funerary","chiselled","Latin","","draft","491694","","175458","21900529"
"ISic000467","Imperial","0001","0200","","Caltanissetta","stone","urn","funerary","chiselled","Latin","serving as a water basin in Norman church of S. Spirito, outside Caltanissetta (so
                            NSA)","draft","491695","","","21900530"
"ISic000468","Imperial","0100","0400","Phintias","Licata","marble","plaque","dedication","chiselled","Latin","not located","draft","491697","","","21900532"
"ISic000469","3rd century or early 2nd century BCE (letter
                                forms and orthography)","-0300","-0150","Halaesa","","limestone
                                    ","block","dedication","chiselled","Latin","Museo Archeologico Regionale Antonino Salinas","edited","491767","","","22000851"
"ISic000470","Augustan or Julio-Claudian,
                                by the letter forms; also, archaic spelling of some of the Latin, with other Sicilian
                                parallels, rules out much later date (so Wilson 1990); Manni Piraino thinks later 2nd century CE","0001","0200","Panhormus","Palermo","marble","plaque","advertisement","chiselled","Latin and Ancient Greek bilingual","Museo Archeologico Regionale Antonino Salinas","draft","491798","140617","140601 175744","22000882"
"ISic000471","Imperial","0001","0400","Tyndaris","Tindari","marble","","unknown","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","491823","","","22100027"
"ISic000472","Imperial - excellent
                                letters incised on white marble","0001","0300","Tyndaris","Tindari","
                                        marble (white)
                                    ","","unknown","chiselled","Latin","Museo Archeologico
                            Regionale Antonino Salinas","draft","644828","","",""
"ISic000473","Mid-1st century CE","0001","0100","Agrigentum","Agrigento","limestone
                                    ","plaque","dedication","chiselled","Latin","Museo Regionale Archeologico Pietro Griffo","draft","491698","142394","","21900533"
"ISic000474","Imperial","0001","0300","Agrigentum","Agrigento","marble
                                    ","plaque","funerary","chiselled","Latin","Museo Regionale Archeologico Pietro Griffo","draft","491699","142396","","21900534"
